Serial,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,AQI, pm25, pm10, o3, no2, so2, co,wd,Year,Month
1161,2017/5/22,28,19,0,13.9,6,14,19,24,24,23,23,32,79,0,1010,28,9,125,17,138,54,35,32,17,3,5,0,2017,5
1162,2017/5/23,25,21,0,9.9,5,7,21,25,25,22,19,79,92,7.6,1008,25,7,121,13,138,70,21,41,8,2,5,1,2017,5
1163,2017/5/24,22,17,0,11,5,0,17,20,21,20,26,81,84,0.5,1010,22,9,179,19,150,64,39,69,19,6,6,2,2017,5
1164,2017/5/25,28,15,0,13.3,5,0,11,23,23,23,14,21,52,0,1011,28,10,272,10,220,96,58,58,22,6,6,3,2017,5
1165,2017/5/26,26,17,0,14,6,0,15,23,23,23,15,4,62,0,1013,26,10,104,11,267,110,45,82,18,6,4,4,2017,5
1166,2017/5/27,29,16,0,14,7,8,15,25,25,25,16,3,58,0,1013,29,10,156,12,167,80,54,95,17,5,4,5,2017,5
1167,2017/5/28,30,18,0,13.3,6,15,14,25,25,24,19,18,56,0,1013,30,10,153,13,190,87,35,65,10,4,3,6,2017,5
1168,2017/5/29,29,18,0,14,7,22,17,26,26,25,21,1,66,0,1012,29,10,141,17,125,65,37,69,8,4,4,0,2017,5
1169,2017/5/30,30,20,0,13.4,6,29,20,27,27,25,23,36,74,0,1008,30,10,162,16,138,69,58,84,22,7,5,1,2017,5
1170,2017/5/31,32,23,0,13.4,6,33,19,29,29,28,15,48,62,1,1003,32,10,213,9,293,118,76,95,26,11,8,2,2017,5
1171,2017/6/1,30,23,0,14,6,46,22,30,30,27,10,21,73,1.2,1001,30,10,186,7,328,157,56,64,15,4,4,3,2017,6
1172,2017/6/2,29,20,0,14,7,53,18,27,27,25,18,22,65,0,1005,29,10,91,14,250,105,35,61,12,4,3,4,2017,6
1173,2017/6/3,29,19,0,13.4,6,61,15,24,24,24,20,24,60,0,1008,29,10,102,15,112,62,29,55,8,4,3,5,2017,6
1174,2017/6/4,27,18,0,14,6,68,15,23,23,23,21,20,65,0,1010,27,10,87,16,112,56,24,52,11,3,3,6,2017,6
1175,2017/6/5,21,19,0,8.8,5,76,17,21,21,21,29,82,79,0.1,1012,21,10,107,18,125,58,39,44,12,2,4,0,2017,6
1176,2017/6/6,29,21,0,8.8,6,83,20,27,27,24,23,89,77,0.8,1008,29,9,239,16,175,82,55,105,17,5,8,1,2017,6
1177,2017/6/7,28,18,0,13.4,5,91,16,25,25,24,15,31,62,0,1012,28,10,299,11,306,128,72,108,19,5,8,2,2017,6
1178,2017/6/8,29,19,0,14.1,7,98,18,28,28,26,13,11,62,0,1012,29,10,204,9,327,155,63,99,21,4,8,3,2017,6
1179,2017/6/9,31,21,0,13.4,6,100,21,28,28,26,15,53,77,0.6,1009,31,9,177,11,317,142,35,30,20,3,6,4,2017,6
1180,2017/6/10,28,23,0,9.9,6,87,23,27,27,25,16,75,88,1,1005,28,10,115,12,160,78,16,54,8,2,4,5,2017,6
1181,2017/6/11,28,21,0,13.4,6,79,19,26,26,24,20,62,73,0.5,1009,28,9,86,16,112,40,16,46,12,2,3,6,2017,6
1182,2017/6/12,22,20,0,8.8,5,71,19,21,21,21,17,94,88,9.7,1011,22,8,103,12,138,36,19,40,18,2,5,0,2017,6
1183,2017/6/13,20,19,0,8.8,4,64,20,20,20,20,15,97,96,21.7,1012,20,4,101,10,125,59,30,45,15,2,4,1,2017,6
1184,2017/6/14,25,18,0,14.1,6,56,18,23,23,22,15,34,80,0,1012,25,8,50,11,112,61,39,64,22,3,3,2,2017,6
1185,2017/6/15,26,16,0,13.4,5,49,15,23,23,22,9,48,67,0,1011,26,10,120,6,217,95,42,62,15,3,3,3,2017,6
1186,2017/6/16,26,19,0,14.5,6,41,16,24,24,23,15,15,68,0,1010,26,10,134,11,210,93,41,77,14,4,3,4,2017,6
1187,2017/6/17,28,18,0,14.5,6,34,17,25,25,25,15,10,65,0,1009,28,10,112,11,203,91,44,51,11,3,3,5,2017,6
1188,2017/6/18,27,19,0,12.3,5,26,19,25,25,24,22,41,77,0,1009,27,9,140,16,157,77,26,37,13,2,4,6,2017,6
1189,2017/6/19,24,22,0,9.1,5,19,22,26,26,23,17,88,92,2.4,1006,24,7,143,12,138,35,30,36,16,2,5,0,2017,6
1190,2017/6/20,29,22,0,13.4,6,11,23,29,29,26,14,55,84,0.3,1003,29,7,223,11,138,57,42,36,17,2,5,1,2017,6
1191,2017/6/21,25,22,0,11.2,5,4,22,26,26,24,18,67,90,1.4,1006,25,9,129,12,157,77,13,42,13,2,4,2,2017,6
1192,2017/6/22,24,22,0,9.1,5,0,22,25,25,23,19,100,94,0,1006,24,8,104,13,150,30,52,25,24,2,6,3,2017,6
1193,2017/6/23,27,21,0,9.1,6,0,23,28,28,25,8,96,93,19.4,1006,27,5,99,5,243,103,36,31,22,2,6,4,2017,6
1194,2017/6/24,25,22,0,10.2,5,0,24,28,28,25,7,83,95,5.6,1002,25,5,187,4,175,70,47,20,27,3,8,5,2017,6
1195,2017/6/25,26,21,0,10.2,5,4,23,26,26,24,19,75,95,6.9,1004,26,6,228,13,223,97,70,54,23,3,9,6,2017,6
1196,2017/6/26,28,21,0,14.5,6,11,22,28,28,25,12,34,84,2.9,1007,28,8,197,7,312,135,80,76,28,3,9,0,2017,6
1197,2017/6/27,28,22,0,14.5,6,19,22,28,28,25,17,31,84,1.1,1009,28,9,212,11,323,150,53,61,19,3,7,1,2017,6
1198,2017/6/28,24,21,0,11.2,5,26,22,26,26,23,11,56,91,0,1011,24,7,156,8,250,105,32,41,15,2,6,2,2017,6
1199,2017/6/29,28,20,0,10.1,6,34,23,28,28,25,9,78,88,2.4,1009,28,6,166,6,150,72,42,69,19,2,6,3,2017,6
1200,2017/6/30,31,23,0,13.4,6,42,24,31,31,27,12,49,81,0,1008,31,8,188,8,138,70,48,73,17,2,5,4,2017,6
1201,2017/7/1,31,24,0,14.5,6,47,25,33,33,28,11,29,82,4.3,1006,31,10,160,7,200,90,34,45,9,2,4,5,2017,7
1202,2017/7/2,31,25,0,12.3,6,55,25,32,32,28,22,51,85,0.5,1006,31,10,171,14,138,58,39,71,13,3,5,6,2017,7
1203,2017/7/3,32,24,0,14.5,6,62,25,34,34,29,14,29,82,2.8,1006,32,10,175,9,138,66,32,51,12,3,5,0,2017,7
1204,2017/7/4,31,25,0,14.5,6,69,24,33,33,29,16,37,77,0.8,1008,31,10,203,11,150,53,44,74,20,3,6,1,2017,7
1205,2017/7/5,35,25,0,13.4,7,76,25,35,35,29,13,53,78,0,1009,35,10,182,8,140,72,42,87,16,5,5,2,2017,7
1206,2017/7/6,34,26,0,14.5,7,84,25,36,36,29,19,41,80,1.7,1008,34,10,175,12,138,70,46,77,14,3,5,3,2017,7
1207,2017/7/7,35,26,0,12.3,7,91,26,36,36,30,23,35,81,32.9,1007,35,8,187,14,160,78,42,70,16,4,5,4,2017,7
1208,2017/7/8,34,26,0,13.4,7,98,26,37,37,30,16,54,78,3.1,1007,34,10,195,9,197,89,36,48,14,5,5,5,2017,7
1209,2017/7/9,32,26,0,12.3,6,100,25,35,35,29,25,62,80,0,1005,32,10,194,15,127,68,34,39,16,5,4,6,2017,7
1210,2017/7/10,32,25,0,12.3,6,87,25,34,34,28,22,65,83,1,1004,32,10,221,15,125,61,33,83,15,3,4,0,2017,7
1211,2017/7/11,34,24,0,14.4,7,80,25,36,36,30,11,21,79,1.8,1008,34,10,204,7,153,76,48,104,19,3,5,1,2017,7
1212,2017/7/12,35,25,0,14.4,7,73,26,39,39,31,12,17,75,0.2,1009,35,10,196,8,237,101,55,118,21,4,6,2,2017,7
1213,2017/7/13,36,27,0,14,7,65,26,40,40,32,14,24,71,0,1007,36,10,182,8,257,107,59,104,23,4,6,3,2017,7
1214,2017/7/14,35,28,0,14,7,58,26,40,40,32,15,34,72,0.1,1007,35,10,173,9,277,113,52,97,13,4,5,4,2017,7
1215,2017/7/15,35,27,0,13.6,8,51,26,38,38,30,21,17,77,0,1008,35,10,167,14,210,93,40,97,10,3,3,5,2017,7
1216,2017/7/16,34,26,0,13.6,8,44,26,38,38,30,21,8,80,0,1010,34,10,167,15,130,69,36,54,10,3,3,6,2017,7
1217,2017/7/17,33,26,0,13.6,8,36,26,36,36,30,22,16,80,0,1011,33,10,166,16,150,54,58,107,26,3,6,0,2017,7
1218,2017/7/18,35,26,0,13.6,7,29,26,41,41,32,13,13,72,0,1010,35,10,210,9,260,108,57,103,22,5,6,1,2017,7
1219,2017/7/19,36,27,0,13.6,7,22,24,39,39,33,13,19,62,0,1007,36,10,212,9,220,96,51,110,16,5,5,2,2017,7
1220,2017/7/20,38,30,0,13.5,9,15,23,41,41,35,13,10,53,0,1007,38,10,197,10,200,90,57,128,20,6,6,3,2017,7
1221,2017/7/21,39,29,0,13.5,9,7,24,42,42,35,13,9,54,0,1009,39,10,185,9,250,105,61,112,21,4,6,4,2017,7
1222,2017/7/22,39,29,0,13.5,8,0,25,44,44,36,10,9,57,0,1009,39,10,179,9,302,123,55,136,22,3,7,5,2017,7
1223,2017/7/23,40,29,0,13.5,9,0,25,45,45,36,10,10,55,0,1006,40,10,171,8,243,103,60,142,26,3,6,6,2017,7
1224,2017/7/24,40,30,0,13.5,8,0,24,44,44,36,10,14,53,0,1004,40,10,182,8,273,112,65,113,19,7,7,0,2017,7
1225,2017/7/25,40,30,0,13.5,9,7,24,43,43,36,10,12,50,0,1004,40,10,145,8,302,122,60,85,13,3,6,1,2017,7
1226,2017/7/26,38,30,0,13.5,8,14,26,43,43,34,10,12,61,0,1005,38,10,99,9,300,120,54,71,12,2,6,2,2017,7
1227,2017/7/27,37,28,0,13.5,8,22,25,41,41,34,14,4,62,0,1005,37,10,141,12,277,113,31,36,7,1,6,3,2017,7
1228,2017/7/28,35,28,0,13.4,8,29,26,41,41,33,15,5,68,0,1007,35,10,132,13,138,63,26,28,6,2,5,4,2017,7
1230,2017/7/30,33,28,0,13.3,7,43,25,37,37,31,19,41,73,0,1003,33,10,119,15,138,53,42,31,5,1,5,6,2017,7
1231,2017/7/31,34,29,0,13.4,8,47,25,38,38,31,30,33,73,0.1,1002,34,10,133,23,125,52,46,36,6,2,4,0,2017,7
1232,2017/8/1,34,28,0,13.3,7,58,25,37,37,31,33,29,72,0.1,1003,34,10,143,24,113,64,42,40,5,2,3,1,2017,8
1233,2017/8/2,34,28,0,13.4,8,65,25,36,36,30,31,23,72,0,1002,34,10,147,23,125,65,44,98,7,3,4,2,2017,8
1234,2017/8/3,36,28,0,13.4,8,73,25,39,39,32,22,15,69,0,1000,36,10,153,17,157,77,52,98,14,3,6,3,2017,8
1235,2017/8/4,37,28,0,13.3,7,80,26,42,42,33,13,20,71,0,1001,37,10,158,10,233,100,61,42,22,3,9,4,2017,8
1236,2017/8/5,36,28,0,13.3,7,87,26,43,43,33,5,34,69,3.5,1002,36,10,212,4,304,125,71,112,17,4,11,5,2017,8
1237,2017/8/6,37,29,0,12,7,94,25,41,41,33,11,38,66,0.8,1002,37,10,216,8,323,150,71,127,17,4,9,6,2017,8
1238,2017/8/7,38,29,0,13.3,8,100,26,45,45,35,10,25,62,0,1002,38,10,180,8,323,150,44,40,15,3,7,0,2017,8
1239,2017/8/8,35,29,0,13.3,8,100,26,41,41,33,12,30,67,3.5,1001,35,10,261,9,190,87,20,33,11,2,6,1,2017,8
1240,2017/8/9,33,27,0,13.3,7,84,25,35,35,30,13,39,75,1.7,1000,33,10,267,10,175,50,44,114,12,4,8,2,2017,8
1241,2017/8/10,34,27,0,13.3,8,77,24,38,38,32,9,25,65,0.2,1002,34,10,254,7,220,96,66,123,22,4,8,3,2017,8
1242,2017/8/11,36,27,0,13.2,8,69,24,39,39,33,11,11,62,0,1005,36,10,181,9,315,139,49,67,13,3,7,4,2017,8
1243,2017/8/12,29,28,0,9.5,6,62,25,34,34,29,17,63,80,0,1007,29,10,140,12,260,108,41,54,12,3,6,5,2017,8
1244,2017/8/13,35,28,0,13.2,8,55,25,38,38,32,16,41,69,3.7,1005,35,10,205,12,200,90,20,48,13,3,6,6,2017,8
1245,2017/8/14,33,27,0,13.2,7,47,25,37,37,31,15,46,71,8.3,1004,33,9,267,10,175,57,54,95,15,3,8,0,2017,8
1246,2017/8/15,33,27,0,13.2,7,40,24,36,36,31,12,41,69,1.6,1005,33,10,285,9,305,127,38,68,18,3,6,1,2017,8
1247,2017/8/16,33,27,0,13.2,7,33,24,35,35,30,8,40,69,6.4,1006,33,10,267,6,163,79,40,97,22,4,6,2,2017,8
1248,2017/8/17,34,26,0,13.1,7,26,24,36,36,31,8,32,68,4.9,1008,34,10,222,6,150,73,38,96,17,4,6,3,2017,8
1249,2017/8/18,34,27,0,13.1,8,18,24,37,37,31,11,19,69,0,1010,34,10,168,8,150,57,50,100,15,4,6,4,2017,8
1250,2017/8/19,36,27,0,13.1,7,11,25,39,39,32,17,19,67,0,1008,36,10,175,12,220,96,24,30,16,3,5,5,2017,8
1251,2017/8/20,34,28,0,13.1,7,4,25,36,36,31,10,36,72,2.6,1006,34,10,210,8,150,50,37,51,20,4,6,6,2017,8
1252,2017/8/21,34,27,0,13.1,7,0,25,37,37,31,10,20,69,4.3,1006,34,10,173,7,180,84,22,19,8,3,4,0,2017,8
1253,2017/8/22,34,27,0,13,7,0,26,37,37,30,21,28,77,0.4,1008,34,10,130,17,125,36,28,27,7,2,4,1,2017,8
1254,2017/8/23,34,28,0,13,8,3,25,38,38,31,25,25,73,0,1009,34,10,149,19,138,34,36,84,11,3,5,2,2017,8
1255,2017/8/24,36,28,0,13,8,10,25,40,40,33,16,16,66,0,1008,36,10,207,13,150,58,42,66,19,3,6,3,2017,8
1256,2017/8/25,36,29,0,13,7,18,25,40,40,33,9,30,66,8.5,1009,36,9,166,6,163,79,31,50,10,3,6,4,2017,8
1257,2017/8/26,31,27,0,13,6,25,23,33,33,29,20,37,69,4.2,1012,31,9,68,16,138,51,27,44,9,4,5,5,2017,8
1258,2017/8/27,33,26,0,13,8,32,25,36,36,30,16,28,74,0,1012,33,10,118,13,125,38,35,91,12,3,4,6,2017,8
1259,2017/8/28,36,27,0,13,7,40,25,40,40,32,12,20,69,0.2,1011,36,10,173,10,125,57,34,40,10,3,4,0,2017,8
1260,2017/8/29,33,26,0,12.9,7,47,24,35,35,30,18,52,71,2.4,1012,33,10,66,13,125,64,30,38,9,3,4,1,2017,8
1261,2017/8/30,30,25,0,8.1,6,54,19,29,29,27,15,90,60,0,1013,30,10,55,12,138,45,32,55,11,3,5,2,2017,8
1262,2017/8/31,28,24,0,10.6,6,58,18,27,27,26,16,72,62,0,1012,28,10,43,12,138,63,35,76,10,3,5,3,2017,8
1263,2017/9/1,29,23,0,12.9,6,71,17,28,28,26,15,32,58,0,1011,29,10,49,11,150,69,37,61,11,3,6,4,2017,9
1264,2017/9/2,28,23,0,12.9,6,79,20,28,28,26,17,41,70,1.3,1011,28,10,92,13,150,75,26,44,11,4,5,5,2017,9
1265,2017/9/3,29,24,0,12.8,6,86,20,28,28,26,18,55,70,0,1012,29,10,102,13,138,46,26,41,9,3,5,6,2017,9
1266,2017/9/4,30,25,0,12.8,7,94,22,30,30,27,18,36,73,0,1010,30,10,124,15,138,42,43,72,17,5,5,0,2017,9
1267,2017/9/5,33,25,0,12.8,7,100,24,36,36,30,11,26,73,4.2,1009,33,9,154,8,162,67,55,21,30,5,7,1,2017,9
1270,2017/9/11,30,24,0,7.9,6,53,23,30,30,27,16,91,80,1.5,1010,30,10,308,11,167,80,29,59,11,4,6,0,2017,9
1271,2017/9/12,29,23,0,12.7,7,46,20,28,28,27,14,31,68,0,1016,29,10,125,12,180,84,43,64,8,4,6,1,2017,9
1272,2017/9/13,29,22,0,12.7,7,38,17,27,27,26,20,8,59,0,1017,29,10,45,16,187,86,37,62,6,3,5,2,2017,9
1273,2017/9/14,29,23,0,12.6,6,31,17,27,27,26,26,31,60,0.2,1014,29,9,34,20,138,65,32,36,7,3,5,3,2017,9
1274,2017/9/15,25,24,0,7.9,5,23,20,27,27,25,28,100,77,0.4,1013,25,9,20,19,138,55,32,50,5,3,5,4,2017,9
1275,2017/9/16,28,21,0,10.2,6,16,17,26,26,25,22,43,65,0,1011,28,10,180,17,138,51,38,54,11,4,5,5,2017,9
1276,2017/9/17,30,20,0,10.2,6,8,19,27,27,26,13,28,65,0,1011,30,10,236,10,175,65,66,111,24,6,8,6,2017,9
1277,2017/9/18,31,21,0,11.6,7,0,20,31,31,28,11,3,62,0,1011,31,10,197,8,306,128,69,96,19,4,8,0,2017,9
1278,2017/9/19,30,23,0,10.2,6,0,20,29,29,27,9,53,67,0.1,1011,30,10,140,7,324,151,30,41,14,3,6,1,2017,9
1279,2017/9/20,21,20,0,6.1,5,0,19,22,23,22,23,100,84,12.8,1013,21,8,66,16,157,77,23,39,20,3,5,2,2017,9
1280,2017/9/21,23,21,0,7.4,5,0,19,25,25,22,14,85,83,1.8,1013,23,9,63,10,150,59,39,24,33,4,6,3,2017,9
1281,2017/9/22,28,22,0,10.2,5,7,19,26,26,25,8,51,72,0,1013,28,10,81,6,157,77,33,38,25,4,6,4,2017,9
1282,2017/9/23,22,21,0,6,5,14,18,22,24,22,14,85,82,4.2,1016,22,7,101,10,183,85,13,30,18,3,6,5,2017,9
1283,2017/9/24,24,21,0,6,5,22,22,26,26,23,18,98,93,3.4,1013,24,10,106,13,162,48,14,19,18,3,7,6,2017,9
1284,2017/9/25,29,23,0,8.8,6,30,24,30,30,26,9,71,87,0,1009,29,8,167,6,188,30,47,67,19,4,9,0,2017,9
1285,2017/9/26,33,25,0,11.6,7,37,25,35,35,29,12,35,76,2.8,1009,33,10,267,8,240,102,46,43,14,4,8,1,2017,9
1286,2017/9/27,30,23,0,7.4,6,45,22,29,29,26,17,72,76,0.2,1010,30,10,158,13,217,95,36,33,19,5,5,2,2017,9
1287,2017/9/28,23,20,0,7.4,5,52,17,22,24,22,13,73,72,0.4,1015,23,9,217,9,138,45,39,48,27,5,5,3,2017,9
1288,2017/9/29,26,19,0,10.2,5,60,15,24,24,23,13,50,60,0,1018,26,10,83,10,125,58,23,39,18,3,4,4,2017,9
1289,2017/9/30,23,22,0,6,5,67,19,25,25,22,27,94,81,4.7,1018,23,9,125,17,150,54,38,49,13,4,6,5,2017,9
1290,2017/10/1,31,24,0,11.6,7,72,23,32,32,28,21,28,78,0,1011,31,10,184,15,162,63,37,40,17,4,7,6,2017,10
1291,2017/10/2,28,23,0,6,6,79,22,29,29,26,15,75,78,0,1012,28,10,192,12,133,70,47,36,6,3,4,0,2017,10
1292,2017/10/3,25,21,0,7.4,5,87,16,25,25,23,20,69,65,0,1020,25,10,24,15,125,41,33,38,7,3,4,1,2017,10
1293,2017/10/4,23,19,0,8.8,5,94,13,21,22,21,17,58,62,0,1023,23,10,28,13,138,40,27,32,15,4,5,2,2017,10
1294,2017/10/5,22,18,0,5.9,5,100,16,20,21,20,11,87,76,0.3,1019,22,9,99,9,200,68,49,40,17,6,10,3,2017,10
1295,2017/10/6,19,18,0,11.6,5,100,15,20,20,20,10,37,74,0,1019,19,10,327,9,312,135,46,62,20,5,7,4,2017,10
1296,2017/10/7,26,18,0,11.6,6,84,16,25,25,23,10,11,66,0,1020,26,10,112,8,301,121,29,43,14,5,5,5,2017,10
1297,2017/10/8,27,20,0,10.2,5,77,19,26,26,24,14,20,75,0,1020,27,10,113,11,138,68,34,28,14,4,5,6,2017,10
1298,2017/10/9,29,21,0,8.7,6,70,22,28,28,26,17,50,82,0.1,1019,29,10,128,13,138,62,37,32,12,4,5,0,2017,10
1299,2017/10/10,31,24,0,11.6,7,62,24,31,31,27,15,31,82,1.1,1017,31,9,147,11,150,52,18,33,10,3,6,1,2017,10
1300,2017/10/11,23,20,0,5.9,5,55,19,22,24,22,20,92,83,2.9,1019,23,8,134,14,125,44,25,36,12,2,4,2,2017,10
1301,2017/10/12,20,18,0,5.9,4,48,14,19,19,19,19,96,74,0.1,1021,20,10,64,14,112,53,25,36,10,3,3,3,2017,10
1302,2017/10/13,21,17,0,11.6,5,41,12,19,20,19,20,48,63,0,1021,21,10,37,15,125,47,34,43,11,4,4,4,2017,10
1303,2017/10/14,22,18,0,8.7,5,33,13,20,20,20,26,72,66,1.8,1020,22,9,48,18,125,59,12,41,8,3,4,5,2017,10
1304,2017/10/15,19,18,0,5.8,4,26,15,18,18,18,36,100,82,11.7,1020,19,9,40,23,138,42,11,37,7,3,5,6,2017,10
1305,2017/10/16,20,18,0,5.8,4,19,16,19,19,19,38,100,83,8,1020,20,7,33,25,138,42,33,37,11,3,5,0,2017,10
1306,2017/10/17,20,18,0,7.3,4,12,15,19,19,19,21,81,76,0,1022,20,10,20,14,150,66,38,36,15,4,6,1,2017,10
1307,2017/10/18,23,18,0,8.7,5,4,16,20,21,20,16,73,75,0.4,1020,23,10,60,12,183,85,37,32,17,4,6,2,2017,10
1308,2017/10/19,22,18,0,8.6,5,0,14,20,20,20,18,67,70,0,1019,22,10,306,13,193,88,28,43,12,2,5,3,2017,10
1309,2017/10/20,22,17,0,11.2,6,0,13,20,20,20,19,30,67,0,1018,22,10,98,14,175,67,38,63,9,4,8,4,2017,10
1310,2017/10/21,23,17,0,8.7,6,3,12,20,20,20,22,17,63,0,1017,23,10,181,16,220,96,61,62,12,4,9,5,2017,10
1311,2017/10/22,23,16,0,8.7,6,10,12,19,20,19,26,32,66,0,1015,23,10,343,19,327,155,54,37,15,4,6,6,2017,10
1312,2017/10/23,20,15,0,7.2,4,17,10,18,18,18,17,39,60,0,1020,20,10,334,13,257,107,42,42,17,5,6,0,2017,10
1313,2017/10/24,21,14,0,8.7,5,25,11,20,21,20,12,0,55,0,1025,21,10,181,11,183,85,36,49,21,4,5,1,2017,10
1314,2017/10/25,22,14,0,8.7,5,32,13,21,22,21,9,2,60,0,1025,22,10,142,8,177,83,36,41,27,4,5,2,2017,10
1315,2017/10/26,23,16,0,8.7,5,39,13,21,23,21,8,6,60,0,1021,23,10,87,6,197,89,33,50,25,4,5,3,2017,10
1316,2017/10/27,22,16,0,8.7,5,46,12,20,20,20,11,9,60,0,1019,22,10,23,9,233,100,42,60,13,4,6,4,2017,10
1317,2017/10/28,23,16,0,8.7,6,54,12,20,21,20,18,2,61,0,1019,23,10,176,15,247,104,59,38,13,4,7,5,2017,10
1318,2017/10/30,16,12,0,8.7,4,68,6,15,15,15,14,21,56,0,1029,16,10,261,12,300,120,38,32,13,4,4,0,2017,10
1319,2017/10/31,19,11,0,8.7,5,72,9,16,16,16,10,19,61,0,1026,19,10,199,8,138,70,38,33,26,5,5,1,2017,10
1320,2017/11/1,22,14,0,8.7,5,86,14,21,22,21,10,1,64,0,1021,22,10,153,8,147,74,46,42,29,4,5,2,2017,11
1321,2017/11/2,25,15,0,8.7,6,93,15,24,25,24,4,3,62,0,1018,25,10,212,3,203,91,60,44,39,5,7,3,2017,11
1322,2017/11/3,25,15,0,8.7,6,100,11,21,22,21,18,21,54,0.1,1023,25,10,206,14,309,132,79,59,37,9,10,4,2017,11
1323,2017/11/4,15,12,0,8.7,4,100,5,13,14,13,18,38,55,0,1031,15,10,181,14,327,155,24,32,9,3,3,5,2017,11
1324,2017/11/5,17,12,0,4.1,4,84,7,15,15,15,12,63,62,0,1028,17,10,110,8,138,58,29,30,21,3,5,6,2017,11
1325,2017/11/6,21,14,0,4.1,5,76,15,19,20,19,11,86,78,0,1022,21,10,129,8,150,67,48,32,34,4,6,0,2017,11
1326,2017/11/7,22,18,0,4.1,5,69,14,20,21,20,8,88,71,0,1021,22,10,262,6,214,93,81,14,54,7,11,1,2017,11
1327,2017/11/8,23,16,0,8.7,5,61,9,19,20,19,14,23,51,0,1023,23,10,153,11,328,157,93,55,35,11,12,2,2017,11
1328,2017/11/9,21,15,0,8.7,5,54,12,21,22,21,11,0,55,0,1023,21,10,92,10,325,153,39,31,24,5,4,3,2017,11
1329,2017/11/10,22,16,0,8.7,4,46,11,20,20,20,16,34,59,0,1019,22,10,183,12,162,61,58,26,27,5,7,4,2017,11
1330,2017/11/11,17,13,0,8.7,5,39,7,16,16,16,15,23,54,0,1023,17,10,34,12,250,105,42,32,14,4,3,5,2017,11
1331,2017/11/12,18,13,0,8.7,4,31,8,16,16,16,11,43,61,0,1021,18,10,95,8,125,67,44,30,21,4,4,6,2017,11
1332,2017/11/13,20,15,0,3.9,4,24,13,18,18,18,7,84,74,3.4,1018,20,9,114,6,125,67,46,26,27,4,4,0,2017,11
1333,2017/11/14,17,16,0,3.9,4,16,14,17,17,17,9,91,82,1.3,1020,17,8,76,7,177,83,48,25,27,4,6,1,2017,11
1334,2017/11/15,18,15,0,5.5,4,8,11,17,17,17,11,67,70,0.5,1022,18,9,79,8,287,116,56,36,26,5,6,2,2017,11
1335,2017/11/16,16,15,0,3.9,4,1,12,15,16,15,23,100,82,9.7,1020,16,9,96,16,210,93,27,28,24,4,5,3,2017,11
1336,2017/11/17,18,15,0,3.9,4,0,15,17,17,17,25,100,88,0.4,1014,18,9,76,17,173,82,14,35,17,3,5,4,2017,11
1337,2017/11/18,12,8,0,3.9,3,0,5,8,11,8,30,87,65,7,1026,12,10,177,22,125,51,31,32,7,3,4,5,2017,11
1338,2017/11/19,12,6,0,7.1,3,0,3,8,10,8,14,54,64,0,1028,12,10,140,11,138,67,37,28,15,5,5,6,2017,11
1339,2017/11/20,12,9,0,7.1,3,6,5,9,11,9,13,58,68,1.4,1028,12,9,221,10,200,90,20,30,16,4,5,0,2017,11
1340,2017/11/21,12,8,0,3.9,3,14,8,11,11,11,10,89,80,2.6,1025,12,9,161,7,162,72,48,12,34,5,7,1,2017,11
1341,2017/11/22,13,10,0,8.7,3,22,6,10,12,10,19,58,68,3.5,1023,13,9,333,14,310,133,58,33,23,6,8,2,2017,11
1342,2017/11/23,13,8,0,8.7,4,29,-3,11,12,11,12,8,36,0,1027,13,10,294,10,315,140,67,25,32,8,6,3,2017,11
1343,2017/11/24,15,7,0,5.5,3,37,-1,12,12,12,8,34,40,0,1029,15,10,239,6,270,111,76,18,48,11,10,4,2017,11
1344,2017/11/25,15,11,0,8.7,4,44,2,14,14,14,11,33,46,0,1026,15,10,195,8,327,155,68,31,44,10,7,5,2017,11
1345,2017/11/26,18,11,0,8.7,4,52,5,16,16,16,12,26,52,0,1026,18,10,190,10,311,134,69,29,32,9,8,6,2017,11
1346,2017/11/27,16,11,0,8.7,4,59,9,14,15,14,18,29,70,0,1024,16,10,98,13,322,149,56,40,21,7,5,0,2017,11
1347,2017/11/28,20,15,0,5.5,4,67,11,17,17,17,13,63,69,0.1,1022,20,10,267,10,240,102,61,28,39,5,8,1,2017,11
1348,2017/11/29,15,12,0,3.8,3,74,10,13,14,13,17,99,75,7.2,1025,15,9,64,13,312,135,74,28,24,4,8,2,2017,11
1349,2017/11/30,11,9,0,3.8,3,82,5,9,11,9,21,82,68,1.9,1029,11,10,57,16,325,152,39,30,11,2,4,3,2017,11
1350,2017/12/1,12,9,0,8.7,4,86,4,10,11,10,14,17,59,0,1031,12,10,109,12,147,74,61,36,12,4,5,4,2017,12
1351,2017/12/2,12,8,0,3.8,3,93,5,11,11,11,7,63,67,0,1027,12,10,75,5,283,115,49,18,30,3,6,5,2017,12
1352,2017/12/3,16,10,0,5.4,3,100,9,14,14,14,7,65,73,0.1,1024,16,10,261,5,217,95,51,13,36,5,8,6,2017,12
1353,2017/12/4,14,8,0,8.7,3,100,5,10,12,10,18,33,62,0,1026,14,10,211,15,290,117,72,33,21,4,8,0,2017,12
